ts,marker_id,color,det_u,det_v,gt_u,gt_v,pixel_err_px,roll_deg,pitch_deg,yaw_deg,gt_depth_geom_m,gt_depth_img_m,da3_depth_m,da3_lin_m,da3_quad_m,err_raw_m,err_lin_m,err_quad_m,jitter_m,gt_x_cam_m,gt_y_cam_m,gt_z_cam_m,blob_area_px,detected,da3_depth_median,da3_depth_smoothed,gt_diff,da3_orig_diff,da3_smoothed_diff
1080.864,da3_elev_marker_cyan,cyan,316.575,138.444444444444,267,122,52.2312203388588,-1.97542412046296e-15,-0.0702840431216783,91.8793231849241,7.4623327255249,7.45625782012939,4.46484375,2.846054296875,2.71644037841797,2.9974889755249,4.6162784286499,4.74589234710693,0.109375,7.4623327255249,-0.76579362154007,0.973003625869751,305.0,1.0,4.70703125,4.726989865318359,-0.025730133056640625,-0.109375,-0.008553692279296143
1081.499,da3_elev_marker_cyan,cyan,327.20625,137.666666666667,268,121,61.5073801818959,2.23634922860895e-16,0.25251090179937,91.8793231849242,7.39199924468994,7.38429737091064,4.37890625,2.803042578125,2.66700354248047,3.01309299468994,4.58895666656494,4.72499570220947,0.0859375,7.39199924468994,-0.765793740749359,1.01581037044525,430.0,1.0,4.705078125,4.720416343222851,-0.07033348083496005,-0.0859375,-0.006573522095507656
1081.564,da3_elev_marker_cyan,cyan,322.48125,137.666666666667,268,121,56.9735410461758,7.45449946434722e-16,0.256036443484109,91.8793231849242,7.3845739364624,7.37700128555298,4.39453125,2.810862890625,2.67593387451172,2.9900426864624,4.5737110458374,4.70864006195068,0.015625,7.3845739364624,-0.765793800354004,1.01611828804016,360.0,1.0,4.703125,4.7152289402559955,-0.007425308227539951,0.015625,-0.005187402966855714
1081.981,da3_elev_marker_cyan,cyan,297.675,138.444444444444,268,121,34.4225836766404,2.0033768581387003e-16,-0.0206463004233044,91.8793231849241,7.34237432479858,7.33562183380127,4.46484375,2.846054296875,2.71644037841797,2.87753057479858,4.49632002792358,4.62593394638062,0.0703125,7.34237432479858,-0.765793681144714,0.97942465543747,35.0,1.0,4.67578125,4.7033946331791965,-0.04219961166381925,0.0703125,-0.011834307076799
1082.416,da3_elev_marker_cyan,cyan,335.08125,138.444444444444,268,121,69.3123563553989,5.28021884004697e-16,-0.0371034782824071,91.879323184924,7.29110145568848,7.28369331359863,4.2109375,2.71897421875,2.57263565429688,3.08016395568848,4.57212723693848,4.7184658013916,0.25390625,7.29110145568848,-0.765793561935425,0.977994322776794,510.0,1.0,4.6484375,4.686907493225437,-0.051272869110100316,-0.25390625,-0.01648713995375939
1082.716,da3_elev_marker_cyan,cyan,322.875,138.444444444444,268,121,57.581023497115,1.38528141790088e-15,-0.0602387679806517,91.879323184924,7.25653600692749,7.24977588653564,4.17578125,2.701378515625,2.55326242919922,3.08075475692749,4.55515749130249,4.70327357772827,0.03515625,7.25653600692749,-0.765793561935425,0.976709306240082,345.0,1.0,4.57421875,4.653100870257806,-0.03456544876098988,-0.03515625,-0.03380662296763148
1083.585,da3_elev_marker_cyan,cyan,322.875,138.444444444444,268,121,57.581023497115,1.8775833623302902e-15,-0.0140833844815439,91.8793231849238,7.15898942947388,7.15021419525147,4.02734375,2.627085546875,2.47290764404297,3.13164567947388,4.53190388259888,4.68608178543091,0.1484375,7.15898942947388,-0.76579362154007,0.980732321739197,315.0,1.0,4.55859375,4.624748734180463,-0.09754657745361062,-0.1484375,-0.028352136077342216
1083.832,da3_elev_marker_cyan,cyan,303.975,138.444444444444,268,120,40.4276904591914,1.05604383550536e-15,0.0423828087339264,91.8793231849239,7.13144445419312,7.11969470977783,4.078125,2.6525015625,2.5001348046875,3.05331945419312,4.47894289169312,4.63130964950562,0.05078125,7.13144445419312,-0.765793681144714,0.98535293340683,75.0,1.0,4.46484375,4.576777238926324,-0.027544975280759942,0.05078125,-0.04797149525413946
1083.864,da3_elev_marker_cyan,cyan,267.35625,119.777777777778,268,120,0.681026268619202,8.61917951026062e-16,0.0207257489966175,91.8793231849239,7.12802267074585,7.11678218841553,11.1796875,6.20683359375,8.99773604492187,4.05166482925415,0.921189076995851,1.86971337417602,7.1015625,7.12802267074585,-0.765793740749359,0.982439994812012,30.0,1.0,4.46484375,4.543197192248426,-0.003421783447270066,7.1015625,-0.03358004667789771
1084.083,da3_elev_marker_cyan,cyan,267.35625,121.333333333333,268,122,0.926746193380078,6.95792033159097e-16,-0.656662435104553,91.8793231849238,7.11334991455078,7.10466861724854,11.4921875,6.36323984375,9.40636182617188,4.37883758544922,0.750110070800782,2.2930119116211,0.3125,7.11334991455078,-0.765793681144714,0.897512197494507,30.0,1.0,4.46484375,4.519691159573898,-0.014672756195069248,0.3125,-0.02350603267452822
1084.215,da3_elev_marker_cyan,cyan,267.35625,122.111111111111,268,123,1.09751424559781,2.28635415876167e-15,-0.974192226461195,91.8793231849237,7.10583019256592,7.09703636169434,11.2890625,6.26157578125,9.13957846679688,4.18323230743408,0.844254411315919,2.03374827423096,0.203125,7.10583019256592,-0.765793740749359,0.85741138458252,30.0,1.0,4.46484375,4.503236936701729,-0.007519721984860617,-0.203125,-0.016454222872169133
